始発駅,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,神戸空港,計算科学センター,計算科学センター,計算科学センター,計算科学センター,計算科学センター,,,,
行先駅,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,三宮,,,,
医療センター(市民病院前),5:26,6:11,6:31,6:38,6:50,6:53,6:58,7:09,7:20,7:27,7:31,7:35,7:40,7:44,7:49,7:53,7:58,8:02,8:06,8:11,8:13,8:18,8:20,8:24,8:27,8:31,8:33,8:37,8:40,8:44,8:46,8:51,8:57,8:59,9:03,9:06,9:10,9:12,9:18,9:21,9:26,9:28,9:33,9:36,9:43,9:45,9:53,9:56,10:01,10:06,10:13,10:21,10:26,10:33,10:41,10:46,10:53,11:01,11:06,11:13,11:21,11:26,11:33,11:41,11:46,11:53,12:01,12:06,12:13,12:21,12:26,12:33,12:41,12:46,12:53,13:01,13:06,13:13,13:21,13:26,13:33,13:41,13:46,13:53,14:01,14:06,14:13,14:21,14:26,14:33,14:41,14:46,14:53,15:01,15:06,15:13,15:21,15:26,15:33,15:41,15:46,15:53,16:01,16:06,16:13,16:21,16:26,16:31,16:36,16:41,16:46,16:51,16:56,17:01,17:06,17:11,17:16,17:21,17:26,17:31,17:36,17:38,17:41,17:46,17:51,17:56,18:01,18:06,18:08,18:11,18:16,18:21,18:23,18:26,18:31,18:36,18:41,18:46,18:51,18:56,19:01,19:06,19:11,19:16,19:21,19:26,19:31,19:36,19:41,19:46,19:51,19:56,20:01,20:06,20:11,20:16,20:21,20:26,20:36,20:46,20:56,20:58,21:06,21:08,21:16,21:26,21:36,21:41,21:46,21:51,21:56,22:06,22:18,22:29,22:44,22:59,23:14,23:29,23:51,,,,
